Tarih,Açılış Fiyatı,En Yüksek Fiyat,En Düşük Fiyat,Kapanış Fiyatı,Düzeltme Kapanış Fiyatı
"Nov 8, 2024",2713.6,2717.8,2687.3,2691.7,2691.7
"Nov 7, 2024",2662.5,2699.1,2662.5,2698.4,2698.4
"Nov 6, 2024",2734.5,2734.5,2659.4,2667.6,2667.6
"Nov 5, 2024",2743.0,2743.9,2740.3,2740.3,2740.3
"Nov 4, 2024",2736.5,2737.1,2736.1,2736.1,2736.1
"Nov 1, 2024",2745.5,2756.0,2734.2,2738.6,2738.6
"Oct 31, 2024",2787.4,2787.5,2733.5,2738.3,2738.3
"Oct 30, 2024",2774.6,2789.0,2774.6,2788.5,2788.5
"Oct 29, 2024",2768.4,2768.4,2768.4,2768.4,2768.4
"Oct 28, 2024",2736.1,2742.9,2729.5,2742.9,2742.9
"Oct 25, 2024",2725.5,2742.4,2725.5,2740.9,2740.9
"Oct 24, 2024",2729.0,2736.1,2729.0,2734.9,2734.9
"Oct 23, 2024",2742.5,2742.5,2714.2,2714.4,2714.4
"Oct 22, 2024",2731.7,2746.0,2728.6,2744.2,2744.2
"Oct 21, 2024",2721.9,2738.4,2719.5,2723.1,2723.1
"Oct 18, 2024",2713.7,2719.6,2713.7,2713.7,2713.7
"Oct 17, 2024",2677.4,2691.7,2677.2,2691.0,2691.0
"Oct 16, 2024",2674.0,2674.0,2674.0,2674.0,2674.0
"Oct 15, 2024",2661.4,2661.4,2661.4,2661.4,2661.4
"Oct 14, 2024",2655.0,2655.3,2647.8,2647.8,2647.8
"Oct 11, 2024",2638.3,2658.1,2638.2,2657.6,2657.6
"Oct 10, 2024",2602.5,2628.3,2602.5,2620.6,2620.6
"Oct 9, 2024",2603.0,2607.7,2603.0,2606.0,2606.0
"Oct 8, 2024",2639.0,2639.0,2609.3,2615.0,2615.0
"Oct 7, 2024",2648.7,2657.4,2639.0,2644.8,2644.8
"Oct 4, 2024",2656.0,2667.0,2639.0,2645.8,2645.8
"Oct 3, 2024",2642.8,2657.1,2640.0,2657.1,2657.1
"Oct 2, 2024",2650.6,2657.2,2640.0,2647.1,2647.1
"Oct 1, 2024",2631.4,2670.9,2631.4,2667.3,2667.3
"Sep 30, 2024",2660.9,2662.1,2623.2,2636.1,2636.1
"Sep 27, 2024",2670.0,2672.1,2641.7,2644.3,2644.3
"Sep 26, 2024",2662.3,2669.9,2660.8,2669.9,2669.9
"Sep 25, 2024",2656.3,2664.2,2649.3,2659.2,2659.2
"Sep 24, 2024",2636.8,2662.3,2625.5,2651.2,2651.2
"Sep 23, 2024",2626.5,2626.5,2626.5,2626.5,2626.5
"Sep 20, 2024",2590.4,2621.8,2590.4,2619.9,2619.9
"Sep 19, 2024",2566.0,2588.0,2566.0,2588.0,2588.0
"Sep 18, 2024",2570.7,2570.7,2549.2,2570.7,2570.7
"Sep 17, 2024",2581.2,2581.8,2564.3,2564.3,2564.3
"Sep 16, 2024",2580.4,2580.4,2580.4,2580.4,2580.4
"Sep 13, 2024",2568.8,2581.8,2565.0,2581.3,2581.3
"Sep 12, 2024",2529.1,2557.0,2523.4,2551.2,2551.2
"Sep 11, 2024",2525.8,2525.8,2502.3,2512.1,2512.1
"Sep 10, 2024",2512.3,2512.3,2512.3,2512.3,2512.3
"Sep 9, 2024",2491.3,2504.7,2491.3,2501.8,2501.8
"Sep 6, 2024",2510.3,2517.9,2483.7,2493.5,2493.5
"Sep 5, 2024",2493.7,2513.3,2493.4,2511.4,2511.4
"Sep 4, 2024",2490.9,2493.4,2483.5,2493.4,2493.4
"Sep 3, 2024",2501.6,2501.8,2476.3,2489.9,2489.9
"Aug 30, 2024",2519.5,2525.4,2493.8,2493.8,2493.8
"Aug 29, 2024",2504.1,2525.7,2503.9,2525.7,2525.7
"Aug 28, 2024",2501.0,2501.0,2501.0,2501.0,2501.0
"Aug 27, 2024",2515.2,2523.1,2506.9,2516.0,2516.0
"Aug 26, 2024",2509.9,2523.1,2509.1,2517.7,2517.7
"Aug 23, 2024",2486.5,2508.4,2486.5,2508.4,2508.4
"Aug 22, 2024",2504.1,2504.1,2471.1,2478.9,2478.9
"Aug 21, 2024",2511.0,2515.4,2503.9,2508.4,2508.4
"Aug 20, 2024",2503.5,2527.3,2500.7,2511.3,2511.3
"Aug 19, 2024",2508.5,2508.5,2487.2,2501.8,2501.8
"Aug 16, 2024",2453.5,2508.0,2451.4,2498.6,2498.6
"Aug 15, 2024",2451.8,2467.7,2431.2,2453.1,2453.1
"Aug 14, 2024",2468.0,2472.1,2439.4,2439.4,2439.4
"Aug 13, 2024",2461.0,2470.0,2456.5,2466.7,2466.7
"Aug 12, 2024",2432.7,2469.8,2432.0,2462.4,2462.4
"Aug 9, 2024",2422.3,2432.1,2418.5,2432.1,2432.1
"Aug 8, 2024",2384.3,2422.8,2384.3,2422.2,2422.2
"Aug 7, 2024",2392.2,2401.0,2384.5,2390.5,2390.5
"Aug 6, 2024",2414.5,2421.8,2380.0,2389.1,2389.1
"Aug 5, 2024",2442.0,2449.8,2367.4,2401.7,2401.7
"Aug 2, 2024",2444.0,2477.0,2416.0,2425.7,2425.7
"Aug 1, 2024",2446.7,2455.1,2430.4,2435.0,2435.0
"Jul 31, 2024",2407.1,2447.6,2402.8,2426.5,2426.5
"Jul 30, 2024",2380.9,2409.3,2373.8,2405.0,2405.0
"Jul 29, 2024",2377.3,2377.3,2377.3,2377.3,2377.3
"Jul 26, 2024",2368.7,2386.9,2368.7,2380.0,2380.0
"Jul 25, 2024",2365.5,2365.5,2351.9,2351.9,2351.9
"Jul 24, 2024",2421.0,2421.0,2411.6,2413.3,2413.3
"Jul 23, 2024",2395.8,2404.6,2388.7,2404.6,2404.6
"Jul 22, 2024",2402.1,2402.1,2392.0,2392.0,2392.0
"Jul 19, 2024",2418.8,2419.2,2395.5,2395.5,2395.5
"Jul 18, 2024",2466.0,2466.0,2451.8,2451.8,2451.8
"Jul 17, 2024",2472.9,2473.1,2454.8,2454.8,2454.8
"Jul 16, 2024",2427.4,2462.4,2427.4,2462.4,2462.4
"Jul 15, 2024",2430.0,2436.0,2422.9,2422.9,2422.9
"Jul 12, 2024",2399.8,2414.0,2391.3,2414.0,2414.0
"Jul 11, 2024",2378.7,2416.7,2378.7,2415.0,2415.0
"Jul 10, 2024",2366.3,2377.0,2365.8,2372.2,2372.2
"Jul 9, 2024",2363.1,2363.7,2360.1,2360.1,2360.1
"Jul 8, 2024",2381.7,2383.8,2352.8,2355.2,2355.2
"Jul 5, 2024",2354.9,2388.5,2354.9,2388.5,2388.5
"Jul 3, 2024",2330.9,2361.6,2330.9,2359.8,2359.8
"Jul 2, 2024",2330.7,2334.6,2323.0,2323.0,2323.0
"Jul 1, 2024",2323.8,2329.7,2321.7,2327.6,2327.6
"Jun 28, 2024",2325.4,2338.3,2319.0,2327.7,2327.7
"Jun 27, 2024",2296.8,2329.0,2295.0,2324.5,2324.5
"Jun 26, 2024",2307.9,2314.4,2298.0,2299.2,2299.2
"Jun 25, 2024",2324.4,2333.0,2316.6,2316.6,2316.6
"Jun 24, 2024",2323.3,2332.9,2322.7,2330.0,2330.0
"Jun 21, 2024",2331.2,2331.2,2316.4,2316.4,2316.4
"Jun 20, 2024",2328.9,2354.0,2328.3,2353.8,2353.8
"Jun 18, 2024",2311.8,2330.4,2311.8,2330.4,2330.4
"Jun 17, 2024",2320.2,2320.2,2309.6,2312.4,2312.4
"Jun 14, 2024",2307.0,2331.4,2305.8,2331.4,2331.4
"Jun 13, 2024",2309.4,2317.7,2296.2,2300.2,2300.2
"Jun 12, 2024",2314.9,2338.7,2310.3,2336.0,2336.0
"Jun 11, 2024",2300.0,2314.1,2300.0,2307.5,2307.5
"Jun 10, 2024",2290.6,2309.3,2290.5,2307.7,2307.7
"Jun 7, 2024",2379.9,2385.1,2285.4,2305.2,2305.2
"Jun 6, 2024",2355.0,2375.8,2355.0,2370.3,2370.3
"Jun 5, 2024",2326.4,2354.3,2326.2,2354.1,2354.1
"Jun 4, 2024",2347.5,2347.7,2313.9,2325.5,2325.5
"Jun 3, 2024",2322.6,2347.5,2312.0,2346.6,2346.6
"May 31, 2024",2344.1,2354.0,2319.0,2322.9,2322.9
"May 30, 2024",2336.9,2349.5,2320.8,2342.9,2342.9
"May 29, 2024",2340.3,2340.3,2340.3,2340.3,2340.3
"May 28, 2024",2336.9,2359.7,2336.9,2355.2,2355.2
"May 24, 2024",2342.6,2345.4,2332.5,2332.5,2332.5
"May 23, 2024",2371.2,2371.2,2335.0,2335.0,2335.0
"May 22, 2024",2417.5,2417.6,2375.8,2389.2,2389.2
"May 21, 2024",2429.5,2429.5,2421.0,2421.7,2421.7
"May 20, 2024",2415.8,2435.8,2409.7,2433.9,2433.9
"May 17, 2024",2380.7,2415.8,2380.7,2412.2,2412.2
"May 16, 2024",2389.5,2392.2,2380.0,2380.0,2380.0
"May 15, 2024",2361.6,2388.7,2356.0,2388.7,2388.7
"May 14, 2024",2336.0,2358.0,2336.0,2353.4,2353.4
"May 13, 2024",2358.3,2358.3,2336.1,2336.1,2336.1
"May 10, 2024",2367.3,2367.3,2367.3,2367.3,2367.3
"May 9, 2024",2310.7,2339.5,2310.7,2332.1,2332.1
"May 8, 2024",2313.6,2313.6,2313.6,2313.6,2313.6
"May 7, 2024",2324.3,2324.3,2315.2,2315.2,2315.2
"May 6, 2024",2322.8,2325.5,2314.2,2321.6,2321.6
"May 3, 2024",2300.0,2301.0,2277.6,2299.0,2299.0
"May 2, 2024",2321.7,2324.7,2292.3,2299.2,2299.2
"May 1, 2024",2287.7,2327.3,2283.8,2299.9,2299.9
"Apr 30, 2024",2322.5,2322.5,2291.4,2291.4,2291.4
"Apr 29, 2024",2334.8,2345.5,2327.9,2345.4,2345.4
"Apr 26, 2024",2347.9,2347.9,2332.8,2334.8,2334.8
"Apr 25, 2024",2315.0,2329.8,2305.0,2329.8,2329.8
"Apr 24, 2024",2321.3,2328.7,2314.6,2324.5,2324.5
"Apr 23, 2024",2327.7,2330.8,2294.2,2327.7,2327.7
"Apr 22, 2024",2383.3,2383.3,2326.9,2332.2,2332.2
"Apr 19, 2024",2379.3,2399.8,2377.3,2398.4,2398.4
"Apr 18, 2024",2368.4,2384.4,2368.4,2382.3,2382.3
"Apr 17, 2024",2384.2,2391.4,2369.3,2371.7,2371.7
"Apr 16, 2024",2384.0,2390.8,2371.4,2390.8,2390.8
"Apr 15, 2024",2362.1,2384.7,2326.0,2365.8,2365.8
"Apr 12, 2024",2377.3,2429.0,2334.3,2356.2,2356.2
"Apr 11, 2024",2341.5,2376.3,2330.6,2354.8,2354.8
"Apr 10, 2024",2346.6,2358.1,2327.7,2329.6,2329.6
"Apr 9, 2024",2337.8,2364.7,2337.8,2343.5,2343.5
"Apr 8, 2024",2325.6,2341.8,2319.0,2331.7,2331.7
"Apr 5, 2024",2289.2,2328.4,2267.4,2325.7,2325.7
"Apr 4, 2024",2301.7,2302.9,2280.0,2288.8,2288.8
"Apr 3, 2024",2281.7,2298.8,2267.9,2294.4,2294.4
"Apr 2, 2024",2252.0,2279.2,2247.6,2261.0,2261.0
"Apr 1, 2024",2235.7,2264.2,2230.0,2236.5,2236.5
"Mar 28, 2024",2193.6,2234.1,2187.1,2217.4,2217.4
"Mar 27, 2024",2179.4,2196.2,2172.1,2190.6,2190.6
"Mar 26, 2024",2182.7,2182.7,2175.6,2175.6,2175.6
"Mar 25, 2024",2166.2,2179.4,2166.2,2174.8,2174.8
"Mar 22, 2024",2179.2,2179.6,2157.5,2158.1,2158.1
"Mar 21, 2024",2207.0,2211.6,2182.4,2182.4,2182.4
"Mar 20, 2024",2157.3,2185.9,2150.9,2157.9,2157.9
"Mar 19, 2024",2156.1,2156.3,2156.1,2156.3,2156.3
"Mar 18, 2024",2146.2,2160.7,2146.2,2160.7,2160.7
"Mar 15, 2024",2161.7,2161.7,2157.3,2157.3,2157.3
"Mar 14, 2024",2163.0,2163.0,2162.3,2163.0,2163.0
"Mar 13, 2024",2162.5,2175.4,2162.5,2175.4,2175.4
"Mar 12, 2024",2182.5,2182.7,2160.4,2160.4,2160.4
"Mar 11, 2024",2181.0,2184.0,2177.2,2182.5,2182.5
"Mar 8, 2024",2167.3,2194.9,2166.3,2178.6,2178.6
"Mar 7, 2024",2147.0,2163.0,2147.0,2158.0,2158.0
"Mar 6, 2024",2125.5,2150.3,2125.5,2150.3,2150.3
"Mar 5, 2024",2114.9,2133.5,2111.4,2133.5,2133.5
"Mar 4, 2024",2083.6,2119.8,2080.7,2117.7,2117.7
"Mar 1, 2024",2043.1,2086.9,2041.8,2086.9,2086.9
"Feb 29, 2024",2034.3,2049.8,2034.3,2045.7,2045.7
"Feb 28, 2024",2029.5,2037.0,2024.8,2033.0,2033.0
"Feb 27, 2024",2035.9,2035.9,2034.0,2034.0,2034.0
"Feb 26, 2024",2034.1,2035.4,2024.8,2028.5,2028.5
"Feb 23, 2024",2026.0,2038.6,2014.9,2038.6,2038.6
"Feb 22, 2024",2033.2,2033.2,2019.7,2019.7,2019.7
"Feb 21, 2024",2028.2,2028.2,2022.3,2022.3,2022.3
"Feb 20, 2024",2015.6,2029.0,2015.6,2027.5,2027.5
"Feb 16, 2024",2005.0,2011.5,1996.5,2011.5,2011.5
"Feb 15, 2024",1993.6,2007.2,1993.6,2002.1,2002.1
"Feb 14, 2024",1990.3,1993.5,1984.8,1990.3,1990.3
"Feb 13, 2024",2025.1,2025.8,1990.0,1992.9,1992.9
"Feb 12, 2024",2025.5,2025.5,2011.6,2018.2,2018.2
"Feb 9, 2024",2032.0,2032.0,2020.0,2023.3,2023.3
"Feb 8, 2024",2028.0,2036.7,2020.3,2032.2,2032.2
"Feb 7, 2024",2032.8,2039.5,2032.7,2035.2,2035.2
"Feb 6, 2024",2025.9,2037.3,2025.9,2034.5,2034.5
"Feb 5, 2024",2038.9,2040.8,2013.8,2025.7,2025.7
"Feb 2, 2024",2054.8,2055.9,2027.7,2036.1,2036.1
"Feb 1, 2024",2040.2,2064.5,2029.0,2053.0,2053.0
"Jan 31, 2024",2035.4,2055.0,2030.0,2048.4,2048.4
"Jan 30, 2024",2032.5,2048.5,2028.1,2031.5,2031.5
"Jan 29, 2024",2025.2,2025.2,2025.2,2025.2,2025.2
"Jan 26, 2024",2021.7,2022.4,2016.8,2016.8,2016.8
"Jan 25, 2024",2012.1,2022.4,2012.1,2016.9,2016.9
"Jan 24, 2024",2023.2,2033.2,2013.9,2013.9,2013.9
"Jan 23, 2024",2030.3,2030.3,2022.5,2023.7,2023.7
"Jan 22, 2024",2021.3,2021.3,2019.8,2019.8,2019.8
"Jan 19, 2024",2023.2,2036.0,2019.5,2026.5,2026.5
"Jan 18, 2024",2012.8,2018.6,2009.5,2018.6,2018.6
"Jan 17, 2024",2026.5,2026.5,2002.6,2002.6,2002.6
"Jan 16, 2024",2051.7,2054.8,2026.0,2026.0,2026.0
"Jan 12, 2024",2031.1,2057.0,2031.1,2046.7,2046.7
"Jan 11, 2024",2025.1,2025.1,2014.3,2014.3,2014.3
"Jan 10, 2024",2029.0,2035.6,2021.7,2021.7,2021.7
"Jan 9, 2024",2035.8,2035.8,2026.4,2026.4,2026.4
"Jan 8, 2024",2019.1,2033.7,2019.1,2026.6,2026.6
"Jan 5, 2024",2044.5,2048.1,2042.4,2042.4,2042.4
"Jan 4, 2024",2041.6,2044.5,2038.0,2042.3,2042.3
"Jan 3, 2024",2034.2,2044.0,2034.2,2034.2,2034.2
"Jan 2, 2024",2063.5,2073.7,2057.1,2064.4,2064.4
"Dec 29, 2023",2068.0,2068.9,2062.1,2062.4,2062.4
"Dec 28, 2023",2081.6,2087.3,2066.5,2073.9,2073.9
"Dec 27, 2023",2067.3,2081.9,2064.8,2081.9,2081.9
"Dec 26, 2023",2060.0,2060.8,2054.2,2058.2,2058.2
"Dec 22, 2023",2055.7,2068.7,2052.2,2057.1,2057.1
"Dec 21, 2023",2035.8,2044.5,2033.0,2039.1,2039.1
"Dec 20, 2023",2037.1,2037.1,2030.3,2034.5,2034.5
"Dec 19, 2023",2025.2,2042.7,2025.2,2038.4,2038.4
"Dec 18, 2023",2024.3,2032.8,2024.0,2026.3,2026.3
"Dec 15, 2023",2032.6,2043.4,2018.3,2021.1,2021.1
"Dec 14, 2023",2024.7,2040.1,2024.3,2030.2,2030.2
"Dec 13, 2023",1978.5,2024.8,1975.0,1982.3,1982.3
"Dec 12, 2023",1984.2,1994.2,1977.8,1977.8,1977.8
"Dec 11, 2023",2004.1,2004.2,1977.2,1978.0,1978.0
"Dec 8, 2023",2031.7,2033.1,1995.0,1998.3,1998.3
"Dec 7, 2023",2029.2,2034.9,2024.0,2029.9,2029.9
"Dec 6, 2023",2019.9,2035.8,2019.0,2030.5,2030.5
"Dec 5, 2023",2035.1,2037.0,2010.2,2018.5,2018.5
"Dec 4, 2023",2075.3,2130.2,2021.0,2024.1,2024.1
"Dec 1, 2023",2038.3,2073.2,2036.0,2071.0,2071.0
"Nov 30, 2023",2046.1,2047.1,2033.1,2038.1,2038.1
"Nov 29, 2023",2041.7,2052.1,2036.0,2047.1,2047.1
"Nov 28, 2023",2040.6,2042.7,2039.7,2039.7,2039.7
"Nov 27, 2023",2011.7,2011.8,2011.7,2011.8,2011.8
"Nov 24, 2023",1991.9,2002.2,1991.5,2002.2,2002.2
"Nov 22, 2023",1999.1,1999.4,1991.0,1991.4,1991.4
"Nov 21, 2023",1990.7,2005.5,1988.5,1999.3,1999.3
"Nov 20, 2023",1978.7,1979.4,1969.7,1977.7,1977.7
"Nov 17, 2023",1982.5,1984.0,1979.8,1981.6,1981.6
"Nov 16, 2023",1965.3,1983.9,1964.6,1983.9,1983.9
"Nov 15, 2023",1962.8,1962.8,1960.0,1960.1,1960.1
"Nov 14, 2023",1965.8,1965.8,1961.8,1961.8,1961.8
"Nov 13, 2023",1939.9,1947.2,1934.0,1945.5,1945.5
"Nov 10, 2023",1959.6,1959.6,1932.6,1932.6,1932.6
"Nov 9, 2023",1951.7,1964.2,1945.3,1964.2,1964.2
"Nov 8, 2023",1967.8,1967.8,1947.7,1951.5,1951.5
"Nov 7, 2023",1966.5,1966.8,1960.7,1966.8,1966.8
"Nov 6, 2023",1981.6,1981.6,1977.4,1981.6,1981.6
"Nov 3, 2023",1989.0,1991.5,1989.0,1991.5,1991.5
"Nov 2, 2023",1989.1,1990.3,1979.5,1985.6,1985.6
"Nov 1, 2023",1990.5,1990.5,1977.8,1978.8,1978.8
"Oct 31, 2023",1996.5,2001.0,1983.7,1985.2,1985.2
"Oct 30, 2023",2004.1,2004.1,1992.5,1996.2,1996.2
"Oct 27, 2023",1988.6,1988.6,1988.6,1988.6,1988.6
"Oct 26, 2023",1988.2,1988.2,1980.4,1987.2,1987.2
"Oct 25, 2023",1971.2,1985.3,1971.2,1984.1,1984.1
"Oct 24, 2023",1970.3,1975.0,1970.3,1975.0,1975.0
"Oct 23, 2023",1976.2,1978.9,1972.9,1976.3,1976.3
"Oct 20, 2023",1981.1,1988.6,1980.4,1982.5,1982.5
"Oct 19, 2023",1950.1,1977.7,1945.7,1968.4,1968.4
"Oct 18, 2023",1935.0,1957.9,1935.0,1955.3,1955.3
"Oct 17, 2023",1914.3,1925.8,1914.3,1922.7,1922.7
"Oct 16, 2023",1910.4,1921.1,1910.3,1921.1,1921.1
"Oct 13, 2023",1877.5,1930.1,1877.5,1927.4,1927.4
"Oct 12, 2023",1874.7,1881.2,1867.0,1869.3,1869.3
"Oct 11, 2023",1869.5,1874.6,1869.1,1872.8,1872.8
"Oct 10, 2023",1857.0,1861.4,1852.8,1861.0,1861.0
"Oct 9, 2023",1842.5,1861.5,1842.5,1849.5,1849.5
"Oct 6, 2023",1819.0,1831.8,1809.4,1830.2,1830.2
"Oct 5, 2023",1826.3,1826.3,1815.6,1816.6,1816.6
"Oct 4, 2023",1821.8,1828.2,1816.4,1818.5,1818.5
"Oct 3, 2023",1825.0,1830.9,1816.8,1824.6,1824.6
"Oct 2, 2023",1844.1,1845.9,1826.7,1830.0,1830.0
"Sep 29, 2023",1864.3,1872.3,1846.0,1848.1,1848.1
"Sep 28, 2023",1875.5,1878.2,1856.7,1860.4,1860.4
"Sep 27, 2023",1871.6,1871.6,1871.6,1871.6,1871.6
"Sep 26, 2023",1905.0,1905.1,1900.4,1900.4,1900.4
"Sep 25, 2023",1916.6,1916.6,1916.6,1916.6,1916.6
"Sep 22, 2023",1925.4,1925.4,1925.4,1925.4,1925.4
"Sep 21, 2023",1924.0,1924.0,1919.2,1919.2,1919.2
"Sep 20, 2023",1945.6,1945.6,1929.2,1945.6,1945.6
"Sep 19, 2023",1934.0,1934.0,1932.0,1932.0,1932.0
"Sep 18, 2023",1928.2,1931.5,1926.4,1931.5,1931.5
"Sep 15, 2023",1923.5,1927.3,1923.5,1923.7,1923.7
"Sep 14, 2023",1903.0,1910.0,1903.0,1910.0,1910.0
"Sep 13, 2023",1910.3,1914.6,1908.9,1909.1,1909.1
"Sep 12, 2023",1920.8,1920.8,1911.3,1911.3,1911.3
"Sep 11, 2023",1923.0,1928.3,1921.8,1923.3,1923.3
"Sep 8, 2023",1924.0,1924.7,1918.4,1918.4,1918.4
"Sep 7, 2023",1917.6,1921.5,1917.5,1917.5,1917.5
"Sep 6, 2023",1924.1,1925.3,1916.3,1918.1,1918.1
"Sep 5, 2023",1934.4,1934.4,1924.7,1926.2,1926.2
"Sep 1, 2023",1950.0,1950.0,1936.6,1939.8,1939.8
"Aug 31, 2023",1944.4,1944.4,1938.2,1938.2,1938.2
"Aug 30, 2023",1936.0,1946.4,1934.6,1944.3,1944.3
"Aug 29, 2023",1917.9,1936.5,1916.9,1936.5,1936.5
"Aug 28, 2023",1915.5,1921.5,1915.5,1917.9,1917.9
"Aug 25, 2023",1919.8,1919.8,1911.1,1911.1,1911.1
"Aug 24, 2023",1920.0,1920.8,1918.2,1918.2,1918.2
"Aug 23, 2023",1909.6,1918.5,1909.6,1918.5,1918.5
"Aug 22, 2023",1894.6,1896.8,1892.8,1896.4,1896.4
"Aug 21, 2023",1893.6,1893.6,1893.3,1893.3,1893.3
"Aug 18, 2023",1891.8,1891.8,1886.1,1886.1,1886.1
"Aug 17, 2023",1893.7,1902.4,1884.0,1884.1,1884.1
"Aug 16, 2023",1904.5,1904.5,1890.3,1896.1,1896.1
"Aug 15, 2023",1906.0,1907.7,1895.0,1902.5,1902.5
"Aug 14, 2023",1909.3,1912.6,1903.3,1910.6,1910.6
"Aug 11, 2023",1913.0,1916.6,1911.8,1912.9,1912.9
"Aug 10, 2023",1921.1,1927.8,1911.4,1914.4,1914.4
"Aug 9, 2023",1925.4,1928.8,1913.7,1915.4,1915.4
"Aug 8, 2023",1931.7,1933.2,1923.0,1924.1,1924.1
"Aug 7, 2023",1941.0,1941.0,1929.8,1933.5,1933.5
"Aug 4, 2023",1934.9,1945.0,1920.0,1939.6,1939.6
"Aug 3, 2023",1934.2,1936.5,1928.0,1932.0,1932.0
"Aug 2, 2023",1948.4,1953.6,1933.2,1937.4,1937.4
"Aug 1, 2023",1964.9,1965.4,1940.7,1940.7,1940.7
"Jul 31, 2023",1959.2,1971.6,1950.0,1970.5,1970.5
"Jul 28, 2023",1945.5,1962.2,1944.2,1960.4,1960.4
"Jul 27, 2023",1945.4,1945.4,1945.4,1945.4,1945.4
"Jul 26, 2023",1966.2,1972.0,1966.2,1968.9,1968.9
"Jul 25, 2023",1953.0,1962.5,1953.0,1962.1,1962.1
"Jul 24, 2023",1965.3,1965.5,1960.3,1960.3,1960.3
"Jul 21, 2023",1961.8,1964.3,1961.8,1964.3,1964.3
"Jul 20, 2023",1973.7,1973.7,1965.6,1968.3,1968.3
"Jul 19, 2023",1977.0,1977.5,1973.0,1977.5,1977.5
"Jul 18, 2023",1968.8,1978.4,1963.4,1977.2,1977.2
"Jul 17, 2023",1954.0,1956.5,1946.6,1952.4,1952.4
"Jul 14, 2023",1958.4,1960.6,1952.7,1960.1,1960.1
"Jul 13, 2023",1961.1,1961.1,1953.0,1959.2,1959.2
"Jul 12, 2023",1932.3,1958.0,1932.2,1956.2,1956.2
"Jul 11, 2023",1925.0,1937.0,1924.2,1931.3,1931.3
"Jul 10, 2023",1923.6,1926.1,1912.3,1925.0,1925.0
"Jul 7, 2023",1913.4,1934.1,1913.4,1926.2,1926.2
"Jul 6, 2023",1909.3,1910.2,1903.2,1908.7,1908.7
"Jul 5, 2023",1923.5,1933.9,1914.7,1919.6,1919.6
"Jul 3, 2023",1917.9,1929.5,1917.9,1921.7,1921.7
"Jun 30, 2023",1908.6,1921.1,1900.6,1921.1,1921.1
"Jun 29, 2023",1909.9,1909.9,1892.5,1909.2,1909.2
"Jun 28, 2023",1912.3,1912.3,1912.3,1912.3,1912.3
"Jun 27, 2023",1927.0,1929.4,1914.0,1914.0,1914.0
"Jun 26, 2023",1922.9,1928.5,1922.5,1923.7,1923.7
"Jun 23, 2023",1918.7,1932.5,1918.7,1919.1,1919.1
"Jun 22, 2023",1920.0,1921.0,1912.1,1912.7,1912.7
"Jun 21, 2023",1935.6,1936.8,1920.0,1933.3,1933.3
"Jun 20, 2023",1958.6,1958.6,1931.3,1935.5,1935.5
"Jun 16, 2023",1961.4,1962.9,1953.5,1958.4,1958.4
"Jun 15, 2023",1941.7,1958.8,1926.0,1957.8,1957.8
"Jun 14, 2023",1946.2,1958.2,1940.3,1955.3,1955.3
"Jun 13, 2023",1960.6,1967.5,1940.3,1944.6,1944.6
"Jun 12, 2023",1959.7,1963.5,1951.4,1955.3,1955.3
"Jun 9, 2023",1965.1,1969.8,1960.3,1962.2,1962.2
"Jun 8, 2023",1943.2,1969.0,1943.1,1963.6,1963.6
"Jun 7, 2023",1959.0,1968.4,1940.7,1942.7,1942.7
"Jun 6, 2023",1960.8,1965.5,1958.8,1965.5,1965.5
"Jun 5, 2023",1947.5,1961.9,1937.8,1958.0,1958.0
"Jun 2, 2023",1977.1,1982.5,1947.4,1952.4,1952.4
"Jun 1, 2023",1963.2,1983.0,1954.3,1978.0,1978.0
"May 31, 2023",1958.2,1973.0,1953.0,1963.9,1963.9
"May 30, 2023",1942.7,1962.6,1931.0,1958.0,1958.0
"May 26, 2023",1948.2,1948.4,1944.1,1944.1,1944.1
"May 25, 2023",1943.1,1943.1,1943.1,1943.1,1943.1
"May 24, 2023",1975.4,1975.4,1962.8,1962.8,1962.8
"May 23, 2023",1972.4,1972.4,1972.4,1972.4,1972.4
"May 22, 2023",1980.5,1980.5,1974.8,1974.8,1974.8
"May 19, 2023",1960.0,1978.7,1960.0,1978.7,1978.7
"May 18, 2023",1956.5,1956.8,1956.5,1956.5,1956.5
"May 17, 2023",1983.6,1983.6,1980.7,1980.7,1980.7
"May 16, 2023",1988.4,1988.4,1988.4,1988.4,1988.4
"May 15, 2023",2013.8,2018.0,2013.8,2018.0,2018.0
"May 12, 2023",2014.5,2014.5,2014.5,2014.5,2014.5
"May 11, 2023",2034.1,2038.3,2014.0,2014.7,2014.7
"May 10, 2023",2032.3,2044.3,2029.5,2030.5,2030.5
"May 9, 2023",2026.6,2037.3,2025.9,2036.2,2036.2
"May 8, 2023",2022.5,2026.3,2022.5,2026.3,2026.3
"May 5, 2023",2046.4,2046.4,2004.3,2017.4,2017.4
"May 4, 2023",2045.0,2072.0,2040.0,2048.0,2048.0
"May 3, 2023",2017.1,2035.1,2015.2,2028.6,2028.6
"May 2, 2023",1994.7,2018.0,1994.7,2014.3,2014.3
"May 1, 2023",1980.1,2005.0,1976.9,1983.4,1983.4
"Apr 28, 2023",1986.9,1990.1,1977.7,1990.1,1990.1
"Apr 27, 2023",1990.6,2002.3,1979.9,1989.9,1989.9
"Apr 26, 2023",1997.8,1998.8,1985.6,1985.7,1985.7
